PULocationID,DOLocationID,pickup_hour,num_trips,GCT_Taxi,GCT_UAM_Early,GCT_UAM_Mid,GCT_UAM_Mature
158,1,7,1790,85.53,117.070679713873,78.4736123649385,39.9984000319154
158,1,8,1453,87.73,117.070679713873,78.4736123649385,39.9984000319154
158,1,9,1284,89.13,117.070679713873,78.4736123649385,39.9984000319154
158,1,10,1144,87.76,117.070679713873,78.4736123649385,39.9984000319154
158,1,11,1293,91.79,117.070679713873,78.4736123649385,39.9984000319154
158,1,12,1544,94.42,117.070679713873,78.4736123649385,39.9984000319154
158,1,13,1901,115.02,117.070679713873,78.4736123649385,39.9984000319154
158,1,14,2455,110.03,117.070679713873,78.4736123649385,39.9984000319154
158,1,15,2358,124.91,117.070679713873,78.4736123649385,39.9984000319154
158,1,16,1992,130.08,117.070679713873,78.4736123649385,39.9984000319154
158,1,17,1466,125.27,117.070679713873,78.4736123649385,39.9984000319154
158,1,18,1178,112.38,117.070679713873,78.4736123649385,39.9984000319154
158,1,19,712,101.36,117.070679713873,78.4736123649385,39.9984000319154
158,1,20,424,93.58,117.070679713873,78.4736123649385,39.9984000319154
158,1,21,142,88.8,117.070679713873,78.4736123649385,39.9984000319154
158,1,22,35,105.97,117.070679713873,78.4736123649385,39.9984000319154
158,1,23,19,104.2,117.070679713873,78.4736123649385,39.9984000319154
159,1,1,4,120.11,53.7733622441549,36.0448063906405,18.3722214593747
159,1,2,13,114.61,53.7733622441549,36.0448063906405,18.3722214593747
159,1,3,35,121.04,53.7733622441549,36.0448063906405,18.3722214593747
159,1,4,27,135.1,53.7733622441549,36.0448063906405,18.3722214593747
159,1,5,30,123.82,53.7733622441549,36.0448063906405,18.3722214593747
159,1,6,25,117.21,53.7733622441549,36.0448063906405,18.3722214593747
159,1,7,20,133.59,53.7733622441549,36.0448063906405,18.3722214593747
159,1,8,15,119.93,53.7733622441549,36.0448063906405,18.3722214593747
159,1,9,15,161.28,53.7733622441549,36.0448063906405,18.3722214593747
159,1,10,13,132.76,53.7733622441549,36.0448063906405,18.3722214593747
159,1,11,18,134.59,53.7733622441549,36.0448063906405,18.3722214593747
159,1,12,16,135.02,53.7733622441549,36.0448063906405,18.3722214593747
159,1,13,19,146.5,53.7733622441549,36.0448063906405,18.3722214593747
159,1,14,21,156.78,53.7733622441549,36.0448063906405,18.3722214593747
159,1,15,23,166.6,53.7733622441549,36.0448063906405,18.3722214593747
159,1,16,20,166.28,53.7733622441549,36.0448063906405,18.3722214593747
159,1,17,21,155.69,53.7733622441549,36.0448063906405,18.3722214593747
159,1,18,17,140.67,53.7733622441549,36.0448063906405,18.3722214593747
159,1,19,14,127.61,53.7733622441549,36.0448063906405,18.3722214593747
159,1,20,9,119.9,53.7733622441549,36.0448063906405,18.3722214593747
160,1,2,10,121.17,62.2417616367208,41.7212566590414,21.2655370817128
160,1,3,23,120.37,62.2417616367208,41.7212566590414,21.2655370817128
160,1,4,35,117.77,62.2417616367208,41.7212566590414,21.2655370817128
160,1,5,24,130.08,62.2417616367208,41.7212566590414,21.2655370817128
160,1,6,30,127.61,62.2417616367208,41.7212566590414,21.2655370817128
160,1,7,9,138.01,62.2417616367208,41.7212566590414,21.2655370817128
160,1,8,8,139.87,62.2417616367208,41.7212566590414,21.2655370817128
160,1,9,5,139.14,62.2417616367208,41.7212566590414,21.2655370817128
160,1,10,6,130.49,62.2417616367208,41.7212566590414,21.2655370817128
160,1,11,9,166.31,62.2417616367208,41.7212566590414,21.2655370817128
160,1,12,16,143.04,62.2417616367208,41.7212566590414,21.2655370817128
160,1,13,18,163.16,62.2417616367208,41.7212566590414,21.2655370817128
160,1,14,13,194.63,62.2417616367208,41.7212566590414,21.2655370817128
160,1,15,23,204.58,62.2417616367208,41.7212566590414,21.2655370817128
160,1,16,14,185.91,62.2417616367208,41.7212566590414,21.2655370817128
160,1,17,9,175.9,62.2417616367208,41.7212566590414,21.2655370817128
160,1,18,9,163.64,62.2417616367208,41.7212566590414,21.2655370817128
160,1,19,3,156.59,62.2417616367208,41.7212566590414,21.2655370817128
160,1,20,3,115.27,62.2417616367208,41.7212566590414,21.2655370817128
160,1,21,2,157.62,62.2417616367208,41.7212566590414,21.2655370817128
160,1,23,2,144.06,62.2417616367208,41.7212566590414,21.2655370817128
161,1,0,55,113.91,85.5847351768901,57.3682782831859,29.2409037224129
161,1,1,53,97.57,85.5847351768901,57.3682782831859,29.2409037224129
161,1,2,138,98.11,85.5847351768901,57.3682782831859,29.2409037224129
161,1,3,603,99.77,85.5847351768901,57.3682782831859,29.2409037224129
161,1,4,1448,105.51,85.5847351768901,57.3682782831859,29.2409037224129
161,1,5,2037,104.3,85.5847351768901,57.3682782831859,29.2409037224129
